Frame, Timestamp, Shelf, AOI, HandR_x, HandR_y, HandR_z, HandR_rot_x, HandR_rot_y, HandR_rot_z, HandL_x, HandL_y, HandL_z, HandL_rot_x, HandL_rot_y, HandL_rot_z, Velocity_HandR_x, Velocity_HandR_y, Velocity_HandR_z, Velocity_HandL_x, Velocity_HandL_y, Velocity_HandL_z
6576, 183.7102, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2156, 1.0155, -0.7891, 17.8711, 114.6327, 61.5010, -0.6608, 1.0372, -0.8075, 313.8167, 37.8578, 229.9081, 0.0129, -0.0311, 0.0128, -0.0197, 0.1978, 0.1099
6577, 183.7588, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2116, 1.0108, -0.7847, 20.7073, 115.5848, 62.4051, -0.6554, 1.0508, -0.7961, 307.1300, 37.0277, 228.4796, 0.0821, -0.0974, 0.0899, 0.1092, 0.2810, 0.2328
6578, 183.7863, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2083, 1.0084, -0.7798, 21.9584, 115.2541, 62.3594, -0.6461, 1.0698, -0.7881, 299.8038, 35.8121, 226.0169, 0.1193, -0.0870, 0.1772, 0.3413, 0.6915, 0.2910
6579, 183.8141, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2055, 1.0068, -0.7758, 22.7161, 115.1923, 62.2381, -0.6399, 1.0834, -0.7810, 295.3569, 36.4250, 223.9559, 0.1006, -0.0580, 0.1447, 0.2203, 0.4855, 0.2570
6580, 183.8415, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2025, 1.0054, -0.7700, 23.0836, 115.5220, 62.9729, -0.6230, 1.1217, -0.7736, 282.5291, 43.4946, 216.4515, 0.1129, -0.0530, 0.2128, 0.6176, 1.4008, 0.2688
6581, 183.8740, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1998, 1.0047, -0.7623, 23.3040, 114.2857, 63.6493, -0.6023, 1.1635, -0.7654, 271.4918, 37.9529, 223.9386, 0.0821, -0.0212, 0.2360, 0.6365, 1.2875, 0.2530
6582, 183.9026, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1997, 1.0032, -0.7506, 20.9860, 111.3106, 64.9181, -0.5721, 1.2325, -0.7625, 276.8025, 224.6121, 47.3726, 0.0040, -0.0505, 0.4073, 1.0562, 2.4095, 0.1002
6583, 183.9513, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1998, 1.0011, -0.7297, 18.0263, 104.2905, 68.0635, -0.5354, 1.3366, -0.7630, 284.4825, 164.7889, 115.6622, -0.0017, -0.0445, 0.4300, 0.7554, 2.1397, -0.0089
6584, 183.9787, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1996, 1.0003, -0.7217, 17.1760, 101.7771, 69.2561, -0.5220, 1.3724, -0.7611, 289.0294, 165.8840, 117.5801, 0.0049, -0.0266, 0.2907, 0.4859, 1.3060, 0.0677
6585, 184.0087, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1990, 1.0000, -0.7087, 17.4805, 98.7871, 72.3599, -0.5164, 1.3921, -0.7663, 291.5300, 193.0679, 96.1875, 0.0193, -0.0093, 0.4345, 0.1887, 0.6558, -0.1728
6586, 184.0412, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2003, 0.9971, -0.6939, 16.7071, 96.2878, 72.4564, -0.5144, 1.3860, -0.7657, 297.7930, 220.6226, 72.7635, -0.0390, -0.0912, 0.4539, 0.0603, -0.1879, 0.0178
6587, 184.0715, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2002, 0.9944, -0.6850, 17.6720, 94.7493, 72.2025, -0.5051, 1.3923, -0.7716, 306.7283, 231.1929, 62.6239, 0.0044, -0.0892, 0.2966, 0.3074, 0.2100, -0.1945
6588, 184.1160, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2040, 0.9923, -0.6786, 19.9942, 92.8020, 71.6177, -0.5051, 1.4006, -0.7788, 312.2620, 214.5526, 75.2336, -0.0851, -0.0460, 0.1430, 0.0003, 0.1846, -0.1619
6589, 184.1454, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2054, 0.9915, -0.6754, 20.5586, 91.6762, 71.6511, -0.5032, 1.4086, -0.7821, 316.1710, 210.8278, 78.2134, -0.0478, -0.0294, 0.1073, 0.0642, 0.2734, -0.1109
6590, 184.1716, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2086, 0.9915, -0.6764, 21.4451, 88.2852, 69.3299, -0.5060, 1.4167, -0.7838, 319.2239, 203.9075, 83.8049, -0.1240, 0.0033, -0.0348, -0.1062, 0.3090, -0.0671
6591, 184.1981, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2131, 0.9930, -0.6755, 22.2030, 83.3549, 68.9076, -0.5066, 1.4274, -0.7857, 322.7426, 200.1618, 86.8718, -0.1697, 0.0530, 0.0329, -0.0250, 0.4056, -0.0703
6592, 184.2302, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2176, 0.9942, -0.6737, 22.8018, 80.0558, 68.4946, -0.5125, 1.4344, -0.7909, 326.2643, 190.9000, 92.0075, -0.1397, 0.0386, 0.0555, -0.1817, 0.2177, -0.1617
6593, 184.2564, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2245, 0.9944, -0.6696, 20.3566, 78.0185, 72.1395, -0.5167, 1.4337, -0.8005, 328.3159, 181.9907, 96.1285, -0.2652, 0.0068, 0.1567, -0.1630, -0.0293, -0.3686
6594, 184.2824, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2282, 0.9936, -0.6655, 16.9526, 76.3352, 74.3530, -0.5148, 1.4349, -0.8109, 333.9673, 169.6954, 100.6422, -0.1408, -0.0279, 0.1576, 0.0731, 0.0492, -0.3975
6595, 184.3127, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2319, 0.9924, -0.6606, 16.8259, 74.7110, 75.4504, -0.5099, 1.4348, -0.8257, 337.5907, 161.3750, 101.2798, -0.1216, -0.0417, 0.1614, 0.1632, -0.0040, -0.4886
6596, 184.3451, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2358, 0.9915, -0.6555, 17.6789, 70.8725, 74.6111, -0.4996, 1.4285, -0.8417, 339.9820, 156.7382, 102.6869, -0.1207, -0.0260, 0.1593, 0.3168, -0.1944, -0.4955
6597, 184.3761, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2428, 0.9901, -0.6483, 17.8052, 67.3614, 75.6522, -0.4926, 1.4395, -0.8595, 342.2900, 148.6879, 101.0008, -0.2256, -0.0452, 0.2301, 0.2276, 0.3535, -0.5736
6598, 184.4015, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2490, 0.9890, -0.6418, 17.8222, 64.4102, 76.3716, -0.4869, 1.4478, -0.8738, 343.7653, 144.0819, 99.8974, -0.2431, -0.0463, 0.2555, 0.2249, 0.3278, -0.5632
6599, 184.4270, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2553, 0.9921, -0.6333, 18.3117, 66.2886, 79.5745, -0.4860, 1.4437, -0.8769, 345.2113, 137.8301, 100.9128, -0.2501, 0.1219, 0.3356, 0.0358, -0.1619, -0.1216
6600, 184.4508, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2641, 0.9961, -0.6286, 19.2415, 64.7161, 78.3817, -0.4835, 1.4398, -0.8838, 348.6984, 133.8581, 100.1305, -0.3673, 0.1680, 0.1975, 0.1039, -0.1623, -0.2907
6601, 184.4778, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2761, 1.0005, -0.6259, 20.6559, 60.8091, 76.7368, -0.4769, 1.4360, -0.8881, 351.0999, 129.8242, 98.7848, -0.4456, 0.1623, 0.0971, 0.2439, -0.1411, -0.1568
6602, 184.5066, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2880, 1.0078, -0.6237, 21.6444, 55.6820, 73.6047, -0.4665, 1.4322, -0.8916, 353.2077, 123.5823, 96.6783, -0.4111, 0.2559, 0.0784, 0.3605, -0.1314, -0.1238
6603, 184.5357, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2982, 1.0134, -0.6207, 22.2094, 52.1610, 72.3650, -0.4574, 1.4298, -0.8967, 354.1139, 120.8943, 95.7280, -0.3512, 0.1906, 0.1034, 0.3132, -0.0824, -0.1737
6604, 184.5640, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3112, 1.0249, -0.6199, 24.9391, 46.3331, 70.8288, -0.4370, 1.4218, -0.9063, 353.0864, 118.5591, 95.0116, -0.4594, 0.4068, 0.0278, 0.7195, -0.2821, -0.3383
6605, 184.5948, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3213, 1.0351, -0.6221, 23.4411, 40.6277, 71.3589, -0.4267, 1.4126, -0.9103, 350.4256, 120.2393, 96.3075, -0.3301, 0.3324, -0.0720, 0.3361, -0.3003, -0.1317
6606, 184.6200, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3282, 1.0408, -0.6236, 23.2305, 38.6586, 69.1607, -0.4168, 1.4039, -0.9153, 344.9127, 121.1827, 98.8752, -0.2734, 0.2250, -0.0586, 0.3916, -0.3455, -0.1988
6607, 184.6480, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3320, 1.0474, -0.6257, 25.8836, 43.1040, 70.1354, -0.4088, 1.3950, -0.9195, 342.3439, 122.0410, 100.4084, -0.1347, 0.2358, -0.0741, 0.2861, -0.3156, -0.1507
6608, 184.6753, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3386, 1.0575, -0.6313, 29.2923, 42.6412, 68.8681, -0.4057, 1.3896, -0.9227, 340.8610, 122.6288, 101.5411, -0.2428, 0.3689, -0.2068, 0.1130, -0.1990, -0.1145
6609, 184.7056, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3438, 1.0624, -0.6357, 29.9856, 40.2325, 67.6193, -0.4068, 1.3848, -0.9266, 339.0787, 123.4213, 103.3799, -0.1698, 0.1640, -0.1460, -0.0347, -0.1573, -0.1309
6610, 184.7396, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3488, 1.0652, -0.6407, 30.2056, 39.4832, 67.2711, -0.4081, 1.3797, -0.9303, 338.4830, 123.5895, 103.8666, -0.1470, 0.0814, -0.1467, -0.0391, -0.1506, -0.1087
6611, 184.7840, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3572, 1.0706, -0.6469, 30.5794, 37.7380, 66.4314, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1897, 0.1224, -0.1394, 9.1846, -31.0513, 19.6996
6612, 184.8133, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3617, 1.0739, -0.6501, 30.7044, 36.9352, 66.0455, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1520, 0.1102, -0.1086, 0.0000, 0.0000, 0.0000
6613, 184.8416, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 12.7892, -37.9741, 21.0439, 0.0000, 0.0000, 0.0000
6614, 184.8722, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6615, 184.8986, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6616, 184.9242, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3950, 1.1084, -0.7030, 11.7204, 42.5185, 68.3868, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -15.4133, 43.2497, -25.2848, 0.0000, 0.0000, 0.0000
6617, 184.9556, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4115, 1.1283, -0.7126, 21.8457, 41.1090, 71.1454, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.5241, 0.6358, -0.3068, 0.0000, 0.0000, 0.0000
6618, 184.9806, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4203, 1.1397, -0.7213, 23.9002, 38.1750, 69.2745, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.3523, 0.4559, -0.3468, 0.0000, 0.0000, 0.0000
6619, 185.0092, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4275, 1.1470, -0.7306, 23.5126, 35.8657, 67.3719, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2521, 0.2544, -0.3244, 0.0000, 0.0000, 0.0000
6620, 185.0389, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4307, 1.1518, -0.7398, 23.5926, 34.9295, 66.7309, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1096, 0.1627, -0.3109, 0.0000, 0.0000, 0.0000
6621, 185.0702, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4345, 1.1569, -0.7473, 24.4673, 33.8644, 66.1985, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1210, 0.1635, -0.2401, 0.0000, 0.0000, 0.0000
6622, 185.0962, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4387, 1.1624, -0.7559, 26.9763, 33.3636, 66.7511, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1597, 0.2092, -0.3309, 0.0000, 0.0000, 0.0000
6623, 185.1191, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4434, 1.1659, -0.7634, 29.0416, 32.9602, 67.1936, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2044, 0.1531, -0.3264, 0.0000, 0.0000, 0.0000
6624, 185.1482, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4500, 1.1662, -0.7707, 30.7462, 32.3154, 66.6305, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2303, 0.0115, -0.2519, 0.0000, 0.0000, 0.0000
6625, 185.1768, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4563, 1.1676, -0.7779, 32.2578, 31.5435, 66.0068, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2182, 0.0493, -0.2507, 0.0000, 0.0000, 0.0000
6626, 185.2048, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4616, 1.1696, -0.7843, 33.7702, 30.6890, 65.5017, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1905, 0.0696, -0.2282, 0.0000, 0.0000, 0.0000
6627, 185.2443, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4678, 1.1127, -0.7896, 13.5246, 42.0602, 67.5100, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1556, -1.4430, -0.1346, 0.0000, 0.0000, 0.0000
6628, 185.2712, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4754, 1.1039, -0.7921, 5.3763, 45.7441, 70.3816, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.2836, -0.3258, -0.0950, 0.0000, 0.0000, 0.0000
6629, 185.3132, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4800, 1.1070, -0.7974, 5.9055, 43.5752, 70.9661, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.1086, 0.0753, -0.1248, 0.0000, 0.0000, 0.0000
6630, 185.3462, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4819, 1.1103, -0.8029, 6.7781, 41.7744, 71.6947, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0600, 0.0990, -0.1684, 0.0000, 0.0000, 0.0000
6631, 185.3745, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4842, 1.1126, -0.8078, 7.0197, 40.8811, 72.3472, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -0.0795, 0.0791, -0.1733, 0.0000, 0.0000, 0.0000
6632, 185.4004, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4838, 1.1143, -0.8101, 8.3248, 43.9592, 72.9603, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0143, 0.0679, -0.0886, 0.0000, 0.0000, 0.0000
6633, 185.4275, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4832, 1.1169, -0.8129, 9.2008, 44.1662, 75.0128, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0223, 0.0969, -0.1026, 0.0000, 0.0000, 0.0000
6634, 185.4523, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4816, 1.1193, -0.8149, 10.0104, 43.6419, 75.1063, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0646, 0.0967, -0.0798, 0.0000, 0.0000, 0.0000
6635, 185.4770, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4794, 1.1223, -0.8179, 10.4811, 44.0533, 75.3450, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0895, 0.1200, -0.1219, 0.0000, 0.0000, 0.0000
6636, 185.5053, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4775, 1.1252, -0.8212, 10.8346, 44.4622, 75.6670, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0663, 0.1033, -0.1161, 0.0000, 0.0000, 0.0000
6637, 185.5384, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4762, 1.1277, -0.8243, 11.1859, 44.7533, 76.1117, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0405, 0.0745, -0.0924, 0.0000, 0.0000, 0.0000
6638, 185.5649, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4739, 1.1299, -0.8262, 11.0050, 45.1954, 76.5512, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0856, 0.0820, -0.0734, 0.0000, 0.0000, 0.0000
6639, 185.5896, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4707, 1.1316, -0.8269, 10.8181, 45.6310, 77.0156, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.1286, 0.0706, -0.0263, 0.0000, 0.0000, 0.0000
6640, 185.6166, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 17.3882, -41.7988, 28.5103, 0.0000, 0.0000, 0.0000
6641, 185.6440, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6642, 185.6735, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6643, 185.7039, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6644, 185.7337, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6645, 185.7588, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6646, 185.7860, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6647, 185.8145, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.4640, 1.1364, -0.7513, 18.2106, 47.8919, 73.8220, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -16.2937, 39.9041, -24.4507, 0.0000, 0.0000, 0.0000
6648, 185.8424, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 16.6391, -40.7502, 24.9692, 0.0000, 0.0000, 0.0000
6649, 185.8713, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6650, 185.8996, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6651, 185.9224, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6652, 185.9492, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6653, 185.9765, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6654, 186.0049, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6655, 186.0365, ShelfDecoration2 (UnityEngine.Transform), Bottom, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6656, 186.0658, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3590, 1.0308, -0.6883, 28.4317, 67.7969, 69.2858, 0.0000, 0.0000, -0.0550, 0.0000, 0.0000, 0.0000, -12.2568, 35.1970, -21.6248, 0.0000, 0.0000, 0.0000
6657, 186.0975, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.3212, 1.0327, -0.6773, 25.5627, 76.8467, 69.0127, -0.6918, 1.3073, -0.9076, 308.1745, 170.1780, 84.1844, 1.1907, 0.0604, 0.3469, -21.8206, 41.2315, -26.8912
6658, 186.1186, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2961, 1.0199, -0.6776, 21.9103, 86.3251, 67.3136, -0.5643, 1.2006, -0.9031, 297.2095, 168.4868, 65.2984, 1.1884, -0.6041, -0.0148, 6.0293, -5.0414, 0.2132
6659, 186.1466, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2751, 1.0108, -0.6808, 21.8938, 91.3499, 67.8276, -0.5823, 1.1729, -0.8906, 288.8531, 183.9601, 39.7240, 0.7498, -0.3253, -0.1138, -0.6429, -0.9920, 0.4482
6660, 186.1767, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2676, 1.0076, -0.6819, 21.8857, 92.3356, 67.9282, -0.5862, 1.1658, -0.8875, 287.2452, 190.9861, 30.0459, 0.2474, -0.1073, -0.0375, -0.1294, -0.2355, 0.1012
6661, 186.2047, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2502, 1.0036, -0.6839, 25.0647, 87.7915, 64.4082, -0.5986, 1.1364, -0.8944, 288.1729, 244.6860, 328.4652, 0.6246, -0.1420, -0.0712, -0.4431, -1.0489, -0.2471
6662, 186.2293, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2502, 1.0036, -0.6839, 25.0647, 87.7915, 64.4082, -0.5986, 1.1364, -0.8944, 288.1729, 244.6860, 328.4652, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
6663, 186.2533, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2227, 0.9953, -0.6856, 29.1510, 83.9252, 62.9672, -0.6168, 1.0606, -0.9063, 299.2631, 278.5745, 292.2566, 1.1415, -0.3444, -0.0689, -0.7584, -3.1563, -0.4954
6664, 186.2811, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2104, 0.9913, -0.6875, 30.6721, 84.7221, 62.7849, -0.6129, 1.0218, -0.9205, 308.4197, 300.5056, 273.2329, 0.4460, -0.1457, -0.0707, 0.1409, -1.3968, -0.5123
6665, 186.3084, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.2040, 0.9887, -0.6886, 31.5357, 91.9990, 64.5402, -0.6039, 1.0061, -0.9299, 315.9008, 318.5179, 259.8275, 0.2313, -0.0957, -0.0395, 0.3285, -0.5744, -0.3430
6666, 186.3382, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1981, 0.9865, -0.6893, 32.2500, 96.7287, 65.4060, -0.5963, 0.9830, -0.9368, 322.6241, 326.9208, 254.2020, 0.1993, -0.0719, -0.0232, 0.2563, -0.7742, -0.2311
6667, 186.3682, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1908, 0.9846, -0.6918, 34.1034, 106.3742, 65.9466, -0.5809, 0.9791, -0.9455, 330.0130, 337.7196, 247.2376, 0.2423, -0.0656, -0.0845, 0.5141, -0.1319, -0.2910
6668, 186.3959, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1823, 0.9821, -0.6939, 35.3891, 112.9154, 66.5898, -0.5675, 0.9830, -0.9578, 336.6267, 345.3504, 244.4245, 0.3078, -0.0874, -0.0754, 0.4816, 0.1405, -0.4434
6669, 186.4247, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1725, 0.9782, -0.6970, 37.4179, 117.2341, 68.1642, -0.5570, 0.9868, -0.9726, 343.4657, 349.7184, 242.1560, 0.3403, -0.1372, -0.1071, 0.3632, 0.1322, -0.5112
6670, 186.4508, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1623, 0.9738, -0.6988, 39.2155, 115.1418, 68.5608, -0.5513, 0.9918, -0.9852, 348.5932, 350.6736, 242.3922, 0.3900, -0.1678, -0.0687, 0.2210, 0.1936, -0.4853
6671, 186.4767, ShelfDecoration2 (UnityEngine.Transform), Bottom, -0.1592, 0.9733, -0.6992, 38.6287, 110.2291, 67.3469, -0.5494, 0.9953, -0.9937, 351.2527, 347.9166, 242.9886, 0.1206, -0.0217, -0.0155, 0.0727, 0.1361, -0.3267
